"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2014-15","2015",201402,"Spring",31775,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,3,"2015","300 level course","Dance"
"2019-20","2020",201902,"Fall",14225,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2019","300 level course","Music"
"2015-16","2016",201501,"Fall",11756,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2015","400 level course","Dance"
"2015-16","2016",201502,"Spring",31820,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",7,0.155555556,7,"2016","200 level course","Dance"
"2015-16","2016",201503,"Fall",17190,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",6,0.133333333,6,"2015","100 level course","Dance"
"2015-16","2016",201502,"Winter",23904,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",18,0.5,6,"2016","500 level course","Music"
"2016-17","2017",201603,"Winter",24350,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2017","600 level course","Music"
"2018-19","2019",201801,"Winter",24734,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2019","200 level course","Music"
"2013-14","2015",201304,"Summer",47752,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,2,"2014","300 level course","Music"
"2016-17","2017",201602,"Fall",11835,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,2,"2016","200 level course","Dance"
"2013-14","2014",201302,"Winter",25723,"S","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",18,0.4,5,"2014","400 level course","Music"
"2017-18","2018",201703,"Spring",34211,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",138,3.022222222,67,"2018","300 level course","Music"
"2014-15","2015",201403,"Fall",11911,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",3,0.066666667,3,"2014","100 level course","Dance"
"2013-14","2014",201302,"Winter",23032,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",17,0.377777778,12,"2014","400 level course","Dance"
"2016-17","2017",201602,"Spring",33739,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,4,"2017","100 level course","Music"
"2018-19","2019",201802,"Fall",14559,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,2,"2018","400 level course","Music"
"2013-14","2014",201302,"Winter",25771,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",21,0.583333333,10,"2014","600 level course","Music"
"2013-14","2014",201302,"Spring",36972,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",12,0.266666667,6,"2014","300 level course","Music"
"2015-16","2016",201501,"Fall",14247,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.155555556,2,"2015","300 level course","Music"
"2014-15","2015",201403,"Winter",23849,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,3,"2015","300 level course","Music"
"2017-18","2018",201701,"Winter",22488,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",1,0.037037,1,"2018","100 level course","Dance"
"2015-16","2016",201501,"Winter",24489,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2016","300 level course","Music"
"2014-15","2015",201401,"Spring",34248,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2015","600 level course","Music"
"2014-15","2015",201402,"Winter",23929,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,5,"2015","100 level course","Music"
"2018-19","2019",201802,"Spring",34162,"L","I","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",1,0.0277778,1,"2019","300 level course","Music"
"2014-15","2015",201402,"Fall",14234,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","100 level course","Music"
"2017-18","2018",201702,"Fall",14517,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,8,"2017","300 level course","Music"
"2016-17","2017",201602,"Fall",14409,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,1,"2016","700 level course","Music"
"2015-16","2016",201503,"Spring",36988,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",12,0.266666667,3,"2016","300 level course","Music"
"2018-19","2019",201803,"Winter",24718,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,4,"2019","200 level course","Music"
"2018-19","2019",201801,"Winter",25172,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Music"
"2016-17","2017",201602,"Winter",24533,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,2,"2017","300 level course","Music"
"2013-14","2014",201302,"Spring",36702,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2014","200 level course","Music"
"2015-16","2016",201501,"Winter",24476,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",40,0.888888889,16,"2016","300 level course","Music"
"2014-15","2015",201402,"Spring",33903,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",3,0.111111111,1,"2015","600 level course","Music"
"2017-18","2018",201703,"Winter",24944,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,5,"2018","100 level course","Music"
"2014-15","2015",201401,"Winter",23938,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2015","100 level course","Music"
"2017-18","2018",201702,"Fall",11907,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",6,0.133333333,6,"2017","200 level course","Dance"
"2018-19","2019",201801,"Spring",34183,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",130,2.888888889,70,"2019","300 level course","Music"
"2016-17","2017",201602,"Spring",31828,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,24,"2017","100 level course","Dance"
"2015-16","2016",201503,"Spring",34398,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",6,0.133333333,3,"2016","300 level course","Music"
"2016-17","2017",201602,"Winter",24091,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2017","100 level course","Music"
"2013-14","2014",201303,"Spring",34310,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,1,"2014","300 level course","Dance"
"2018-19","2019",201802,"Fall",14133,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,2,"2018","100 level course","Music"
"2014-15","2015",201401,"Fall",11833,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,11,"2014","200 level course","Dance"
"2017-18","2018",201702,"Fall",14595,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2017","600 level course","Music"
"2019-20","2020",201902,"Winter",21987,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,2,"2020","400 level course","Music"
"2015-16","2016",201503,"Winter",24533,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"2016","400 level course","Music"
"2017-18","2018",201702,"Fall",11852,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,4,"2017","400 level course","Dance"
"2015-16","2016",201502,"Winter",24056,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,4,"2016","100 level course","Music"
"2015-16","2016",201502,"Winter",24301,"I","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",2,0.074074074,1,"2016","600 level course","Music"
"2016-17","2017",201603,"Fall",14532,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2016","300 level course","Music"
"2016-17","2017",201602,"Spring",31774,"A","I","Regular","Graduate","Graduate","1","1","1","500","Doctoral",2,0.074074074,1,"2017","500 level course","Dance"
"2018-19","2019",201802,"Fall",14437,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",44,0.977777778,11,"2018","100 level course","Music"
"2018-19","2019",201801,"Winter",25061,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",11,0.244444444,11,"2019","100 level course","Music"
"2018-19","2019",201802,"Spring",33899,"I","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",4,0.148148148,1,"2019","300 level course","Music"
"2013-14","2014",201303,"Winter",23100,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,4,"2014","200 level course","Dance"
"2016-17","2017",201603,"Fall",14037,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","Music"
"2017-18","2018",201703,"Spring",34149,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",28,0.622222222,7,"2018","400 level course","Music"
"2013-14","2014",201303,"Winter",25459,"I","I","Regular","Graduate","Graduate","0","0","0","600/700","Masters",2,0.0555556,1,"2014","600 level course","Music"
"2014-15","2015",201402,"Winter",24160,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Music"
"2014-15","2015",201402,"Spring",36731,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,2,"2015","100 level course","Dance"
"2017-18","2018",201703,"Fall",14548,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",15,0.333333333,8,"2017","400 level course","Music"
"2018-19","2019",201802,"Winter",25112,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2019","300 level course","Music"
"2016-17","2017",201601,"Winter",24516,"L","I","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,1,"2017","300 level course","Music"
"2015-16","2016",201502,"Spring",34157,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Music"
"2016-17","2017",201603,"Winter",24074,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2017","100 level course","Music"
"2018-19","2019",201803,"Fall",14223,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","300 level course","Music"
"2015-16","2016",201501,"Spring",35894,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",24,0.888888889,6,"2016","600 level course","Music"
"2017-18","2018",201703,"Winter",24479,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",136,3.022222222,33,"2018","100 level course","Music"
"2017-18","2018",201703,"Winter",24698,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","300 level course","Music"
"2018-19","2019",201802,"Fall",14524,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",36,0.8,35,"2018","300 level course","Music"
"2016-17","2017",201602,"Winter",24133,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2017","200 level course","Music"
"2015-16","2016",201503,"Fall",14604,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2015","400 level course","Music"
"2017-18","2018",201702,"Fall",17009,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,2,"2017","100 level course","Dance"
"2017-18","2018",201702,"Fall",14553,"N","I","Regular","Graduate","Graduate","1","1","1","500","Masters",13,0.361111111,4,"2017","500 level course","Music"
"2017-18","2018",201702,"Spring",34252,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",12,0.333333333,6,"2018","500 level course","Music"
"2014-15","2015",201403,"Fall",11875,"A","I","Regular","Graduate","Graduate","1","1","1","500","Masters",2,0.0555556,2,"2014","500 level course","Dance"
"2017-18","2018",201703,"Fall",14472,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",468,10.31111111,116,"2017","200 level course","Music"
"2018-19","2019",201803,"Winter",25127,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,3,"2019","300 level course","Music"
"2016-17","2017",201602,"Winter",23941,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,2,"2017","100 level course","Music"
"2015-16","2016",201501,"Spring",34063,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2016","300 level course","Music"
"2019-20","2020",201901,"Fall",11859,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,2,"2019","100 level course","Dance"
"2017-18","2018",201703,"Winter",24640,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2018","200 level course","Music"
"2013-14","2014",201302,"Winter",23088,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",3,0.066666667,3,"2014","200 level course","Dance"
"2014-15","2015",201401,"Winter",24492,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",18,0.4,6,"2015","400 level course","Music"
"2018-19","2019",201802,"Fall",14142,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2018","200 level course","Music"
"2017-18","2018",201701,"Spring",31733,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,2,"2018","400 level course","Dance"
"2017-18","2018",201701,"Winter",24936,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",38,0.844444444,24,"2018","200 level course","Music"
"2014-15","2015",201401,"Spring",34479,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,2,"2015","500 level course","Music"
"2018-19","2019",201802,"Winter",24581,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",10,0.222222222,8,"2019","300 level course","Music"
"2017-18","2018",201701,"Spring",33683,"A","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",1,0.037037,1,"2018","300 level course","Music"
"2015-16","2016",201502,"Fall",14494,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2015","100 level course","Music"
"2015-16","2016",201501,"Spring",34320,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","Music"
"2013-14","2014",201302,"Spring",36967,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",6,0.133333333,3,"2014","300 level course","Music"
"2014-15","2015",201402,"Winter",24560,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,4,"2015","600 level course","Music"
"2017-18","2018",201701,"Fall",14212,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Music"
"2018-19","2019",201803,"Spring",33772,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2019","100 level course","Music"
"2017-18","2018",201702,"Fall",14129,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2017","200 level course","Music"
"2013-14","2014",201302,"Spring",37004,"S","I","Regular","Graduate","Graduate","1","1","1","500","Masters",20,0.555555556,5,"2014","500 level course","Music"
"2015-16","2016",201503,"Winter",24003,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2016","100 level course","Music"
"2015-16","2016",201501,"Spring",34476,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Music"
"2015-16","2016",201502,"Spring",33983,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2016","100 level course","Music"
"2018-19","2019",201801,"Spring",34177,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2019","300 level course","Music"
"2016-17","2018",201604,"Summer",41626,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",70,1.555555556,34,"2017","300 level course","Music"
"2019-20","2020",201901,"Fall",14628,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2019","600 level course","Music"
"2016-17","2017",201602,"Winter",21921,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",7,0.155555556,7,"2017","300 level course","Dance"
"2015-16","2016",201501,"Winter",24032,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,2,"2016","100 level course","Music"
"2014-15","2015",201402,"Fall",14164,"I","I","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Masters",4,0.111111111,2,"2014","100 level course","Dance"
"2015-16","2016",201503,"Winter",24571,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",12,0.333333333,3,"2016","600 level course","Music"
"2016-17","2017",201603,"Fall",14577,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",78,2.555555556,25,"2016","600 level course","Music"
"2018-19","2019",201803,"Fall",11905,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",3,0.066666667,3,"2018","100 level course","Dance"
"2013-14","2014",201302,"Spring",36958,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",6,0.133333333,3,"2014","300 level course","Music"
"2014-15","2015",201403,"Fall",14629,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",32,0.711111111,8,"2014","300 level course","Music"
"2016-17","2017",201601,"Spring",31774,"A","I","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",2,0.0444444,2,"2017","300 level course","Dance"
"2015-16","2016",201502,"Fall",14022,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,1,"2015","400 level course","Music"
"2016-17","2017",201603,"Spring",33791,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2017","100 level course","Music"
"2014-15","2015",201402,"Fall",14743,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,2,"2014","600 level course","Music"
"2016-17","2017",201601,"Winter",21937,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,2,"2017","400 level course","Dance"
"2015-16","2016",201502,"Winter",24532,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",9,0.2,3,"2016","400 level course","Music"
"2013-14","2014",201302,"Spring",34406,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",9,0.2,9,"2014","300 level course","Dance"
"2014-15","2015",201403,"Winter",24493,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",15,0.416666667,16,"2015","600 level course","Music"
"2016-17","2017",201601,"Winter",24585,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2017","400 level course","Music"
"2018-19","2019",201803,"Fall",14590,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,2,"2018","600 level course","Music"
"2017-18","2018",201701,"Fall",11837,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,3,"2017","200 level course","Dance"
"2013-14","2014",201303,"Spring",36554,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","100 level course","Music"
"2013-14","2014",201303,"Spring",34403,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,3,"2014","300 level course","Dance"
"2014-15","2015",201403,"Fall",14696,"L","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2014","400 level course","Music"
"2019-20","2020",201902,"Fall",14002,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",18,0.4,14,"2019","300 level course","Music"
"2015-16","2016",201501,"Fall",14215,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",15,0.333333333,3,"2015","300 level course","Music"
"2013-14","2014",201302,"Winter",23103,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2014","200 level course","Dance"
"2014-15","2015",201402,"Winter",23927,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,6,"2015","600 level course","Music"
"2019-20","2020",201901,"Winter",24565,"L","I","Regular","Graduate","Graduate","1","1","1","500","Doctoral",2,0.074074074,1,"2020","500 level course","Music"
"2014-15","2015",201401,"Winter",21804,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2015","300 level course","Dance"
"2013-14","2014",201302,"Winter",25410,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2014","400 level course","Music"
"2015-16","2016",201503,"Fall",11754,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2015","400 level course","Dance"
"2014-15","2015",201401,"Spring",34351,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,2,"2015","100 level course","Music"
"2017-18","2018",201702,"Fall",14612,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2017","600 level course","Music"
"2016-17","2017",201603,"Winter",24632,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2017","600 level course","Music"
"2014-15","2015",201403,"Fall",11875,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",7,0.194444444,7,"2014","600 level course","Dance"
"2015-16","2016",201503,"Spring",34494,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",30,0.861111111,17,"2016","600 level course","Music"
"2019-20","2020",201901,"Fall",14623,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2019","600 level course","Music"
"2016-17","2017",201602,"Spring",33741,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2017","100 level course","Music"
"2016-17","2017",201601,"Winter",27176,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,2,"2017","300 level course","Music"
"2013-14","2014",201303,"Winter",25242,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2019-20","2020",201901,"Winter",24177,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2020","300 level course","Music"
"2016-17","2017",201601,"Spring",33772,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2017","100 level course","Music"
"2013-14","2014",201303,"Spring",36928,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",9,0.2,10,"2014","100 level course","Music"
"2015-16","2016",201501,"Fall",14577,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",10,0.222222222,9,"2015","300 level course","Music"
"2018-19","2019",201802,"Spring",34007,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,2,"2019","600 level course","Music"
"2018-19","2019",201803,"Fall",14313,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2018","600 level course","Music"
"2018-19","2019",201802,"Spring",34270,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Music"
"2018-19","2019",201801,"Fall",13965,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2018","600 level course","Music"
"2014-15","2016",201404,"Summer",41561,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2015","300 level course","Music"
"2014-15","2016",201404,"Summer",41458,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2015","100 level course","Music"
"2018-19","2019",201802,"Fall",14308,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2018","600 level course","Music"
"2016-17","2017",201601,"Spring",33763,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",2,0.074074074,1,"2017","100 level course","Music"
"2014-15","2015",201402,"Spring",34056,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2015","200 level course","Music"
"2013-14","2014",201302,"Spring",36458,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2016-17","2017",201603,"Spring",31802,"N","I","Regular","Graduate","Graduate","1","1","1","500","Masters",27,0.75,7,"2017","500 level course","Dance"
"2013-14","2014",201302,"Spring",34334,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,1,"2014","600 level course","Dance"
"2013-14","2014",201303,"Spring",39762,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Dance"
"2019-20","2020",201902,"Winter",24513,"S","I","Regular","Graduate","Graduate","1","1","1","500","Masters",28,0.777777778,7,"2020","500 level course","Music"
"2015-16","2016",201501,"Spring",33973,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2016","100 level course","Music"
"2016-17","2017",201603,"Fall",14112,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","Music"
"2015-16","2016",201502,"Winter",27058,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2016","200 level course","Dance"
"2016-17","2017",201601,"Spring",33809,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2017","100 level course","Music"
"2014-15","2015",201403,"Fall",11901,"A","I","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2014","500 level course","Dance"
"2013-14","2014",201302,"Winter",25237,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,4,"2014","100 level course","Music"
